sk_cliente,id_cliente,nome_cliente,segmento_cliente,canal_aquisicao,uf_cliente,data_cadastro,faixa_etaria,ativo
289,CLI00289,Hadassa da Cunha,PF - Varejo,Showroom,PR,2022-07-16,56+,True
290,CLI00290,Nicole Cunha,PF - Varejo,Recall,PE,2023-02-07,26-35,True
291,CLI00291,Caio Carvalho,PJ - Frota Grande,Showroom,SP,2021-03-04,26-35,True
292,CLI00292,Ana Julia Borges,PJ - Frota Pequena,Indicação,PR,2021-08-16,26-35,True
293,CLI00293,Mariane Vieira,PF - Premium,Indicação,DF,2021-06-10,56+,True
294,CLI00294,João Guilherme Araújo,PJ - Frota Grande,Showroom,SP,2021-06-10,46-55,True
295,CLI00295,João Lucas Aparecida,PF - Varejo,Indicação,RJ,2022-02-17,36-45,True
296,CLI00296,Isis Sales,PJ - Frota Pequena,Showroom,MG,2021-12-20,26-35,True
297,CLI00297,Bárbara Aragão,PJ - Frota Grande,Digital,MG,2022-08-31,26-35,True
298,CLI00298,Caio das Neves,PJ - Frota Pequena,Showroom,SP,2023-03-19,18-25,True
299,CLI00299,Dra. Maria Clara Cavalcanti,PF - Premium,Showroom,SP,2022-05-12,56+,True
300,CLI00300,Luan Cassiano,PF - Varejo,Digital,PE,2022-08-10,36-45,True
301,CLI00301,Ágatha da Cruz,PF - Premium,Digital,SP,2021-09-03,56+,True
302,CLI00302,Allana Mendes,PF - Varejo,Fidelização,SP,2022-06-23,26-35,True
303,CLI00303,Maria Luiza Nunes,PF - Varejo,Showroom,RJ,2022-04-19,46-55,True
304,CLI00304,Ísis da Cunha,PF - Varejo,CRM Ativo,SP,2023-05-29,46-55,True
305,CLI00305,João Miguel Pastor,PJ - Frota Pequena,Showroom,DF,2021-06-09,46-55,True
306,CLI00306,Mariana Montenegro,PF - Premium,Indicação,SP,2022-05-17,56+,True
307,CLI00307,José Pedro Caldeira,PF - Premium,Showroom,MG,2022-10-07,26-35,True
308,CLI00308,Luiz Otávio Macedo,PF - Varejo,Showroom,MG,2022-03-16,26-35,True
309,CLI00309,Catarina Pires,PF - Varejo,Indicação,PR,2021-11-04,26-35,True
310,CLI00310,Dr. João Felipe Lima,PJ - Frota Pequena,Digital,MG,2022-02-22,18-25,True
311,CLI00311,Levi Monteiro,PF - Varejo,Digital,MG,2021-02-22,36-45,True
312,CLI00312,Ana Julia Mendes,PF - Varejo,Showroom,DF,2021-11-24,46-55,True
313,CLI00313,Gabriel Vasconcelos,PF - Varejo,Digital,SP,2021-11-11,26-35,True
314,CLI00314,Nicolas Farias,PJ - Frota Grande,Indicação,MG,2022-08-28,36-45,True
315,CLI00315,Rafaela Nogueira,PJ - Frota Pequena,Recall,SP,2021-02-03,26-35,True
316,CLI00316,Bento Almeida,PF - Premium,Indicação,RJ,2022-03-14,18-25,True
317,CLI00317,Gustavo Ferreira,PF - Varejo,Digital,SP,2023-03-08,36-45,True
318,CLI00318,Lucca Monteiro,PF - Premium,Fidelização,SP,2022-08-01,26-35,True
319,CLI00319,Anna Liz Leão,PF - Varejo,Recall,BA,2022-04-11,18-25,True
320,CLI00320,Mariah da Rosa,PJ - Frota Grande,Indicação,PR,2021-03-21,46-55,True
321,CLI00321,Liz Rios,PJ - Frota Pequena,Showroom,GO,2022-03-29,26-35,True
322,CLI00322,Luara Fernandes,PJ - Frota Pequena,Indicação,SC,2022-10-11,36-45,True
323,CLI00323,Manuella Oliveira,PJ - Frota Pequena,Digital,RS,2022-05-14,36-45,True
324,CLI00324,Sophia Cassiano,PJ - Frota Pequena,Indicação,SP,2021-08-01,26-35,True
325,CLI00325,Gabrielly Aragão,PF - Varejo,Fidelização,SP,2023-01-22,56+,True
326,CLI00326,José Miguel Monteiro,PF - Varejo,Indicação,CE,2021-01-30,36-45,True
327,CLI00327,Fernando Nascimento,PF - Varejo,Recall,BA,2022-03-07,26-35,True
328,CLI00328,Dra. Nina Almeida,PJ - Frota Grande,CRM Ativo,RS,2022-06-10,26-35,True
329,CLI00329,Josué Cavalcanti,PF - Premium,Indicação,SP,2023-01-04,26-35,True
330,CLI00330,João Costela,PF - Varejo,Fidelização,BA,2021-07-14,46-55,True
331,CLI00331,Maria Alice Teixeira,PF - Varejo,Digital,RJ,2021-08-08,56+,True
332,CLI00332,João Guilherme Gonçalves,PF - Varejo,Fidelização,PR,2021-11-15,36-45,True
333,CLI00333,João Guilherme Marques,PJ - Frota Pequena,Digital,DF,2021-02-03,56+,True
334,CLI00334,Isaque Rodrigues,PF - Varejo,Digital,PR,2023-02-21,56+,True
335,CLI00335,Ana Júlia Campos,PF - Varejo,Recall,RS,2022-03-23,46-55,True
336,CLI00336,Augusto Peixoto,PF - Varejo,Showroom,SC,2022-03-04,26-35,True
337,CLI00337,Maria Fernanda Oliveira,PF - Varejo,CRM Ativo,SP,2022-08-02,46-55,True
338,CLI00338,Laís Machado,PF - Varejo,Indicação,DF,2023-05-17,36-45,True
339,CLI00339,Luigi Viana,PF - Premium,Digital,PR,2022-12-17,26-35,True
340,CLI00340,Dra. Helena Barbosa,PF - Varejo,CRM Ativo,SP,2022-05-31,36-45,True
341,CLI00341,Ravi Mendonça,PF - Varejo,Showroom,SP,2021-09-02,56+,True
342,CLI00342,Marcela Aragão,PF - Varejo,Indicação,SP,2022-04-10,26-35,True
343,CLI00343,Maria Liz Rios,PF - Premium,Digital,GO,2022-12-07,36-45,True
344,CLI00344,Sr. Thomas da Conceição,PF - Varejo,Recall,BA,2021-10-23,26-35,True
345,CLI00345,Isabel Silva,PF - Varejo,Indicação,BA,2021-04-15,36-45,True
346,CLI00346,Yago Leão,PF - Varejo,Fidelização,GO,2022-05-26,36-45,True
347,CLI00347,Danilo Gomes,PJ - Frota Pequena,Indicação,SP,2021-07-29,26-35,True
348,CLI00348,Ana Clara Vieira,PF - Varejo,Digital,PE,2022-06-01,18-25,True
349,CLI00349,Anna Liz Freitas,PF - Varejo,Digital,PE,2022-08-18,26-35,True
350,CLI00350,Vitor Abreu,PF - Premium,Indicação,SP,2021-03-21,56+,True
351,CLI00351,Ravy Viana,PJ - Frota Grande,Indicação,PE,2023-01-24,36-45,True
352,CLI00352,Oliver Aparecida,PJ - Frota Pequena,Digital,MG,2022-07-15,36-45,True
353,CLI00353,Pedro Miguel Dias,PF - Premium,Indicação,SP,2021-04-24,26-35,True
354,CLI00354,Lucas Nogueira,PJ - Frota Pequena,Indicação,RS,2021-06-09,56+,True
355,CLI00355,João Vitor Melo,PF - Varejo,Showroom,MG,2022-03-19,46-55,True
356,CLI00356,Sophie Sales,PF - Varejo,Showroom,GO,2022-09-08,56+,True
357,CLI00357,Stella Caldeira,PF - Premium,Digital,PR,2021-09-18,46-55,True
358,CLI00358,Luiz Otávio Brito,PF - Premium,Indicação,PE,2021-01-31,46-55,True
359,CLI00359,Cauê Andrade,PF - Premium,Indicação,RS,2022-10-30,36-45,True
360,CLI00360,Lavínia Gomes,PF - Premium,Indicação,RS,2021-04-11,56+,True
361,CLI00361,Dante da Rosa,PF - Varejo,CRM Ativo,RJ,2022-06-23,46-55,True
362,CLI00362,Bryan da Cunha,PJ - Frota Pequena,Recall,BA,2022-12-18,46-55,True
363,CLI00363,Melissa Barbosa,PF - Varejo,Digital,RS,2021-11-23,46-55,True
364,CLI00364,Srta. Alice Moura,PJ - Frota Pequena,Showroom,MG,2022-11-29,46-55,True
365,CLI00365,Apollo Monteiro,PF - Varejo,Digital,SP,2021-07-23,26-35,True
366,CLI00366,Luiz Fernando Rezende,PF - Varejo,Digital,BA,2021-10-02,36-45,True
367,CLI00367,Breno Lima,PF - Varejo,Indicação,RJ,2022-05-22,26-35,True
368,CLI00368,Srta. Lívia Costa,PF - Varejo,Recall,RS,2022-01-22,36-45,True
369,CLI00369,Maria Laura Cunha,PF - Varejo,Digital,DF,2022-01-14,36-45,True
370,CLI00370,Leandro Pimenta,PF - Varejo,Indicação,RJ,2021-08-24,36-45,True
371,CLI00371,Dr. Henry Gabriel Caldeira,PF - Varejo,Recall,MG,2022-03-10,36-45,True
372,CLI00372,Alexia Siqueira,PJ - Frota Pequena,Fidelização,BA,2023-06-07,56+,True
373,CLI00373,Dom Marques,PF - Varejo,Indicação,SP,2022-12-03,36-45,True
374,CLI00374,Dra. Isabella Fogaça,PJ - Frota Pequena,Indicação,PE,2023-05-23,18-25,True
375,CLI00375,Melina Correia,PJ - Frota Grande,Digital,SP,2023-05-23,36-45,True
376,CLI00376,Joana Leão,PF - Varejo,Digital,RJ,2022-06-06,46-55,True
377,CLI00377,Yan Moura,PF - Premium,Digital,PR,2022-01-05,46-55,True
378,CLI00378,Amanda Aparecida,PF - Varejo,Digital,SP,2022-06-19,26-35,True
379,CLI00379,Sr. Matteo Abreu,PF - Premium,Indicação,MG,2022-11-18,46-55,True
380,CLI00380,Vinícius Caldeira,PF - Varejo,Recall,SP,2021-11-04,56+,True
381,CLI00381,Bento da Rocha,PF - Varejo,Fidelização,PR,2022-05-23,18-25,True
382,CLI00382,Mariana Nunes,PF - Premium,CRM Ativo,PR,2022-07-07,46-55,True
383,CLI00383,João Pinto,PJ - Frota Pequena,Indicação,SP,2021-12-26,36-45,True
384,CLI00384,Luiz Miguel Correia,PF - Varejo,Fidelização,SC,2021-12-15,26-35,True
385,CLI00385,Mariah Aparecida,PF - Varejo,Showroom,SP,2022-06-24,46-55,True
386,CLI00386,Srta. Luana Vieira,PF - Varejo,Showroom,SP,2023-04-22,36-45,True
387,CLI00387,Vitor da Luz,PF - Varejo,Recall,SP,2022-12-29,46-55,True
388,CLI00388,Lunna Ribeiro,PJ - Frota Pequena,Indicação,SP,2023-04-10,18-25,True
389,CLI00389,Sofia Andrade,PF - Premium,Recall,PR,2022-04-19,26-35,True
390,CLI00390,Dra. Rebeca Pires,PF - Varejo,Recall,MG,2021-12-30,56+,True
391,CLI00391,Benjamim Fogaça,PF - Varejo,Showroom,RJ,2023-06-25,36-45,True
392,CLI00392,Sra. Catarina Lopes,PJ - Frota Pequena,Showroom,ES,2022-12-11,26-35,True
393,CLI00393,Laura Porto,PF - Varejo,Showroom,PR,2022-04-22,26-35,True
394,CLI00394,Sr. Felipe Barros,PF - Varejo,Indicação,SC,2022-07-19,26-35,True
395,CLI00395,Antony Correia,PF - Varejo,Indicação,RJ,2022-11-17,18-25,True
396,CLI00396,Camila Vieira,PF - Premium,Indicação,GO,2022-01-30,26-35,True
397,CLI00397,Luiz Gustavo Siqueira,PF - Premium,Fidelização,RS,2023-04-01,36-45,True
398,CLI00398,Manuela da Mata,PF - Varejo,Digital,RS,2022-09-11,56+,True
399,CLI00399,Davi Luiz Fogaça,PF - Premium,Recall,BA,2022-03-24,36-45,True
400,CLI00400,Diego da Cruz,PF - Varejo,Recall,PE,2022-12-22,26-35,True
401,CLI00401,Joaquim Camargo,PF - Premium,Indicação,MG,2022-10-23,18-25,True
402,CLI00402,Liz Cardoso,PF - Varejo,Showroom,RJ,2022-11-04,36-45,True
403,CLI00403,Maria Julia Fernandes,PJ - Frota Pequena,CRM Ativo,SP,2022-04-17,36-45,True
404,CLI00404,Ian Fogaça,PF - Varejo,CRM Ativo,PE,2023-03-05,36-45,True
405,CLI00405,Caleb Jesus,PJ - Frota Pequena,Digital,RS,2023-01-04,18-25,True
406,CLI00406,Emilly Cardoso,PJ - Frota Pequena,Indicação,GO,2023-04-13,46-55,True
407,CLI00407,Sr. Nathan das Neves,PJ - Frota Pequena,Indicação,RJ,2021-04-10,26-35,True
408,CLI00408,Luísa das Neves,PF - Varejo,Indicação,PE,2021-02-10,36-45,True
409,CLI00409,Esther Costa,PF - Varejo,Digital,MG,2022-12-31,36-45,True
410,CLI00410,Gael Melo,PF - Premium,Fidelização,MG,2021-12-07,56+,True
411,CLI00411,Henry Gonçalves,PJ - Frota Pequena,Indicação,PE,2021-12-06,26-35,True
412,CLI00412,Larissa Mendonça,PJ - Frota Pequena,Digital,DF,2023-03-31,46-55,True
413,CLI00413,Sr. Daniel Monteiro,PJ - Frota Pequena,Showroom,RJ,2022-09-08,18-25,True
414,CLI00414,Ana Laura Lopes,PF - Varejo,Indicação,BA,2021-12-30,26-35,True
415,CLI00415,João Vitor Montenegro,PJ - Frota Grande,Recall,GO,2022-12-19,26-35,True
416,CLI00416,Lorena Farias,PJ - Frota Pequena,CRM Ativo,MG,2022-12-10,36-45,True
417,CLI00417,Gabriela Novais,PJ - Frota Pequena,Indicação,MG,2022-08-12,36-45,True
418,CLI00418,Maria Luísa Marques,PF - Varejo,Digital,SP,2021-12-24,18-25,True
419,CLI00419,Maria Júlia Aparecida,PF - Varejo,CRM Ativo,PR,2021-04-11,56+,True
420,CLI00420,Dr. Leandro Fogaça,PF - Varejo,Digital,MG,2021-06-09,36-45,True
421,CLI00421,Vinícius Gomes,PF - Varejo,Recall,SP,2022-01-08,36-45,True
422,CLI00422,Luigi Rezende,PF - Premium,Indicação,SP,2023-05-07,46-55,True
423,CLI00423,Luiz Otávio Pereira,PF - Varejo,Indicação,ES,2022-10-07,18-25,True
424,CLI00424,Emanuel Pires,PF - Premium,CRM Ativo,SP,2021-10-18,26-35,True
425,CLI00425,Ana Cecília da Cruz,PF - Varejo,Digital,SP,2023-05-22,46-55,True
426,CLI00426,Bella Castro,PF - Varejo,Digital,ES,2021-02-24,46-55,True
427,CLI00427,Sra. Julia Ferreira,PF - Premium,Digital,RS,2023-05-22,36-45,True
428,CLI00428,Heloisa Almeida,PF - Varejo,Indicação,SC,2023-03-07,36-45,True
429,CLI00429,Isabel da Conceição,PF - Varejo,Digital,RJ,2023-04-16,46-55,True
430,CLI00430,João Pedro Nogueira,PJ - Frota Pequena,Showroom,SP,2021-01-16,36-45,True
431,CLI00431,Dr. Vitor Hugo Cunha,PF - Varejo,Indicação,SP,2022-04-15,46-55,True
432,CLI00432,Manuella Gonçalves,PF - Varejo,Digital,SP,2023-06-23,18-25,True
433,CLI00433,Luna Costa,PF - Varejo,CRM Ativo,GO,2021-09-27,56+,True
434,CLI00434,Dr. Nathan Sousa,PF - Varejo,Indicação,PR,2022-07-22,36-45,True
435,CLI00435,Mariana Castro,PJ - Frota Pequena,Indicação,MG,2021-05-19,26-35,True
436,CLI00436,Dr. Antony Mendonça,PF - Varejo,Showroom,MG,2022-08-29,26-35,True
437,CLI00437,Dr. Valentim das Neves,PF - Varejo,Digital,CE,2022-12-25,56+,True
438,CLI00438,Hellena Machado,PJ - Frota Grande,Showroom,RJ,2022-10-04,46-55,True
439,CLI00439,Julia Barbosa,PF - Varejo,Digital,DF,2022-04-11,18-25,True
440,CLI00440,Valentina Alves,PJ - Frota Grande,Digital,RS,2023-01-27,36-45,True
441,CLI00441,Enzo Gabriel Pastor,PJ - Frota Pequena,Recall,PR,2021-11-21,18-25,True
442,CLI00442,Maria Fernanda Ribeiro,PF - Premium,Indicação,BA,2022-04-15,36-45,True
443,CLI00443,Erick Sales,PF - Premium,Indicação,SP,2023-03-04,46-55,True
444,CLI00444,Bella Abreu,PF - Varejo,Indicação,SP,2022-09-24,56+,True
445,CLI00445,Maria Cecília da Rocha,PJ - Frota Pequena,Digital,RJ,2021-09-15,26-35,True
446,CLI00446,Evelyn Azevedo,PJ - Frota Pequena,Showroom,SP,2023-03-23,26-35,True
447,CLI00447,Sara Vieira,PF - Varejo,Showroom,CE,2022-07-07,26-35,True
448,CLI00448,Lara Abreu,PF - Varejo,Indicação,ES,2021-04-01,26-35,True
449,CLI00449,Melina Andrade,PJ - Frota Pequena,Recall,RJ,2023-04-14,26-35,True
450,CLI00450,Sr. Levi da Conceição,PF - Varejo,Recall,CE,2022-12-28,36-45,True
451,CLI00451,Vinícius Vargas,PF - Premium,Indicação,ES,2022-12-25,46-55,True
452,CLI00452,Marina Brito,PF - Varejo,CRM Ativo,PR,2021-02-04,36-45,True
453,CLI00453,Nicolas Almeida,PJ - Frota Pequena,Fidelização,RS,2022-08-18,26-35,True
454,CLI00454,Gabriela Brito,PF - Varejo,CRM Ativo,SP,2023-01-26,26-35,True
455,CLI00455,Maitê Jesus,PF - Varejo,Digital,PR,2022-09-30,56+,True
456,CLI00456,Gabriela Garcia,PF - Varejo,Indicação,SP,2021-05-03,56+,True
457,CLI00457,Carolina Andrade,PF - Premium,Digital,GO,2021-03-04,46-55,True
458,CLI00458,Aylla Rios,PJ - Frota Pequena,Fidelização,SP,2021-03-02,46-55,True
459,CLI00459,Isaque Siqueira,PF - Varejo,Fidelização,BA,2021-12-18,46-55,True
460,CLI00460,Léo Teixeira,PF - Premium,Indicação,PR,2022-08-17,56+,True
461,CLI00461,Isaque Brito,PJ - Frota Grande,Indicação,SP,2022-04-06,26-35,True
462,CLI00462,Sr. Arthur Pimenta,PJ - Frota Pequena,Fidelização,SP,2022-07-27,36-45,True
463,CLI00463,Luiz Miguel Pastor,PJ - Frota Pequena,Showroom,PR,2021-05-11,36-45,True
464,CLI00464,Sara Lima,PF - Premium,Digital,PR,2021-09-03,46-55,True
465,CLI00465,Sr. Samuel da Cunha,PJ - Frota Pequena,Recall,CE,2022-02-04,26-35,True
466,CLI00466,Melissa Guerra,PF - Varejo,Indicação,SP,2021-08-19,46-55,True
467,CLI00467,Dr. Liam Almeida,PJ - Frota Grande,Indicação,RJ,2022-02-23,46-55,True
468,CLI00468,Jade Cunha,PF - Varejo,Recall,BA,2021-07-15,36-45,True
469,CLI00469,Isabelly Mendonça,PF - Varejo,Digital,CE,2021-08-03,36-45,True
470,CLI00470,Allana Novais,PF - Varejo,Showroom,SP,2021-03-01,46-55,True
471,CLI00471,Vinícius Porto,PF - Varejo,CRM Ativo,RJ,2021-09-18,26-35,True
472,CLI00472,Nathan Novaes,PF - Varejo,Digital,DF,2021-12-09,56+,True
473,CLI00473,Emanuelly Rezende,PF - Varejo,Digital,BA,2023-03-07,56+,True
474,CLI00474,Bella Lima,PF - Premium,Digital,RJ,2022-03-16,46-55,True
475,CLI00475,Brayan Duarte,PF - Varejo,Recall,RJ,2021-02-04,46-55,True
476,CLI00476,Nicole Aragão,PF - Varejo,Recall,MG,2022-08-10,36-45,True
477,CLI00477,Dra. Laís Guerra,PF - Varejo,Recall,PR,2021-08-19,36-45,True
478,CLI00478,Srta. Bruna Albuquerque,PF - Premium,Showroom,GO,2022-12-28,26-35,True
479,CLI00479,Arthur Miguel Aparecida,PJ - Frota Pequena,Digital,SP,2023-01-29,18-25,True
480,CLI00480,Arthur Miguel Costa,PF - Varejo,Showroom,BA,2021-05-01,46-55,True
481,CLI00481,José Pedro das Neves,PF - Premium,Digital,SP,2023-03-13,26-35,True
482,CLI00482,Arthur Miguel Cardoso,PF - Varejo,Indicação,SP,2022-03-27,36-45,True
483,CLI00483,Dr. Dante da Cunha,PJ - Frota Pequena,CRM Ativo,PE,2023-01-27,36-45,True
484,CLI00484,Ana Julia Freitas,PF - Varejo,Recall,CE,2021-11-28,26-35,True
485,CLI00485,Esther Silva,PF - Varejo,Fidelização,RJ,2022-08-11,36-45,True
486,CLI00486,Paulo Macedo,PF - Premium,Indicação,RJ,2022-06-14,26-35,True
487,CLI00487,Dr. Anthony Freitas,PF - Varejo,Indicação,GO,2022-12-15,26-35,True
488,CLI00488,Manuella da Cruz,PF - Premium,Digital,PE,2021-11-23,26-35,True
489,CLI00489,Hellena Monteiro,PF - Varejo,Fidelização,DF,2021-01-09,26-35,True
490,CLI00490,Marina Abreu,PJ - Frota Pequena,Digital,MG,2022-01-20,26-35,True
491,CLI00491,Sra. Isabella Rios,PF - Varejo,Showroom,MG,2021-07-30,36-45,True
492,CLI00492,Igor Campos,PJ - Frota Pequena,Showroom,SP,2022-01-05,36-45,True
493,CLI00493,Theodoro Fogaça,PF - Varejo,Showroom,RS,2023-04-12,56+,True
494,CLI00494,Maya Teixeira,PF - Varejo,Indicação,RJ,2021-08-27,26-35,True
495,CLI00495,Mariane Rezende,PF - Varejo,Fidelização,SP,2021-12-17,26-35,True
496,CLI00496,Juliana Cavalcante,PJ - Frota Pequena,Digital,CE,2022-04-18,18-25,True
497,CLI00497,Srta. Milena Vasconcelos,PF - Varejo,Indicação,SP,2022-04-28,56+,True
498,CLI00498,Bruno da Mata,PF - Varejo,Digital,RJ,2021-01-15,26-35,True
499,CLI00499,Esther Correia,PJ - Frota Pequena,Indicação,RS,2021-02-14,56+,True
500,CLI00500,Pedro Lucas da Paz,PF - Premium,CRM Ativo,SP,2022-10-27,36-45,True
501,CLI00501,Luiz Fernando Pastor,PF - Varejo,Showroom,ES,2022-06-12,26-35,True
502,CLI00502,Maria Luiza Ribeiro,PF - Premium,Indicação,PR,2021-03-07,36-45,True
503,CLI00503,Dra. Daniela Albuquerque,PJ - Frota Grande,Recall,RJ,2022-03-03,26-35,True
504,CLI00504,Brayan Santos,PF - Varejo,Indicação,SP,2022-08-24,46-55,True
505,CLI00505,Igor Viana,PF - Premium,Digital,SP,2021-09-13,46-55,True
506,CLI00506,Sr. Raul Fonseca,PJ - Frota Pequena,Indicação,BA,2021-04-29,36-45,True
507,CLI00507,Bryan Lima,PF - Varejo,Digital,MG,2021-12-23,26-35,True
508,CLI00508,Larissa Silveira,PJ - Frota Grande,Fidelização,RS,2022-09-22,36-45,True
509,CLI00509,Sr. Anthony Cassiano,PF - Varejo,Showroom,PR,2022-04-04,18-25,True
510,CLI00510,Sr. Cauê da Rocha,PF - Premium,Fidelização,MG,2021-11-27,18-25,True
511,CLI00511,Dr. Diogo Aragão,PJ - Frota Pequena,Indicação,SP,2023-06-09,26-35,True
512,CLI00512,Sr. João Felipe Machado,PF - Varejo,Showroom,MG,2022-11-23,26-35,True
513,CLI00513,Sara Sousa,PJ - Frota Pequena,Fidelização,DF,2022-10-12,26-35,True
514,CLI00514,Bruno Cavalcanti,PF - Varejo,CRM Ativo,CE,2022-04-30,18-25,True
515,CLI00515,Dr. Igor Vieira,PF - Varejo,Digital,SC,2021-06-10,36-45,True
516,CLI00516,Pedro Lucas Sá,PF - Varejo,Indicação,RS,2023-03-31,46-55,True
517,CLI00517,Rafaela das Neves,PF - Varejo,Showroom,ES,2021-11-13,26-35,True
518,CLI00518,Vitor Hugo da Costa,PF - Premium,Digital,CE,2021-03-19,36-45,True
519,CLI00519,Sarah da Paz,PF - Premium,Showroom,RJ,2022-01-16,56+,True
520,CLI00520,Maria Luísa Mendes,PF - Premium,Indicação,BA,2023-05-02,46-55,True
521,CLI00521,Sra. Juliana Farias,PF - Varejo,Fidelização,SC,2022-03-02,26-35,True
522,CLI00522,Melissa Melo,PJ - Frota Grande,Indicação,SP,2023-06-09,26-35,True
523,CLI00523,Erick Rocha,PJ - Frota Pequena,Showroom,SP,2022-02-06,36-45,True
524,CLI00524,Maria Clara Rocha,PF - Premium,Indicação,SC,2022-08-15,46-55,True
525,CLI00525,Matteo Pires,PF - Premium,CRM Ativo,RJ,2021-09-24,56+,True
526,CLI00526,Ana Sophia Ramos,PF - Premium,Recall,SP,2021-01-30,56+,True
527,CLI00527,Leandro Pires,PF - Varejo,Indicação,SP,2023-02-02,36-45,True
528,CLI00528,Valentina Siqueira,PF - Premium,Showroom,SC,2022-10-09,18-25,True
529,CLI00529,Vitor Caldeira,PJ - Frota Pequena,Indicação,DF,2022-04-23,46-55,True
530,CLI00530,João Vitor Fonseca,PF - Premium,Showroom,RJ,2023-03-13,36-45,True
531,CLI00531,Maria Vitória Moreira,PJ - Frota Pequena,Digital,RJ,2021-02-07,36-45,True
532,CLI00532,Heloísa Sousa,PJ - Frota Pequena,Digital,SP,2022-01-21,46-55,True
533,CLI00533,Mathias Campos,PJ - Frota Pequena,Indicação,SP,2022-12-09,26-35,True
534,CLI00534,Ana Cecília Teixeira,PF - Varejo,Digital,BA,2022-01-31,36-45,True
535,CLI00535,João Correia,PF - Premium,Digital,DF,2021-11-25,36-45,True
536,CLI00536,Antony Oliveira,PJ - Frota Grande,Recall,SP,2021-01-05,36-45,True
537,CLI00537,Danilo Nogueira,PF - Varejo,Showroom,SP,2023-01-14,26-35,True
538,CLI00538,Maitê Lopes,PJ - Frota Pequena,Indicação,GO,2021-02-28,26-35,True
539,CLI00539,Maria Flor Aparecida,PF - Premium,Showroom,MG,2023-01-09,26-35,True
540,CLI00540,Srta. Maria Cecília da Rosa,PF - Varejo,Indicação,RJ,2023-03-31,36-45,True
541,CLI00541,Yan da Cunha,PJ - Frota Grande,Fidelização,CE,2022-05-06,46-55,True
542,CLI00542,Eloá Campos,PF - Premium,Digital,SC,2023-02-09,36-45,True
543,CLI00543,Srta. Elisa Novaes,PF - Premium,Indicação,MG,2022-06-12,36-45,True
544,CLI00544,Sra. Lorena Araújo,PJ - Frota Pequena,Digital,RJ,2023-04-09,56+,True
545,CLI00545,Dra. Ana Luiza Sá,PF - Varejo,Digital,SP,2023-04-06,46-55,True
546,CLI00546,Sarah Almeida,PJ - Frota Grande,Digital,DF,2021-12-13,26-35,True
547,CLI00547,Brenda Santos,PJ - Frota Grande,Showroom,GO,2021-07-13,18-25,True
548,CLI00548,Antony Siqueira,PJ - Frota Grande,Showroom,RJ,2022-02-10,46-55,True
549,CLI00549,Maria Flor da Mota,PF - Varejo,Fidelização,SP,2023-06-08,46-55,True
550,CLI00550,Ian Casa Grande,PF - Premium,Indicação,SP,2022-07-22,18-25,True
551,CLI00551,Cecilia Melo,PF - Varejo,Digital,PR,2023-01-27,26-35,True
552,CLI00552,Letícia Mendonça,PF - Varejo,Showroom,SP,2022-09-10,56+,True
553,CLI00553,Mariah Gomes,PJ - Frota Pequena,Showroom,PR,2021-11-24,56+,True
554,CLI00554,Mateus Pimenta,PF - Varejo,Indicação,SP,2021-04-30,46-55,True
555,CLI00555,Arthur Gabriel Santos,PF - Varejo,Recall,ES,2022-09-16,46-55,True
556,CLI00556,Alexandre das Neves,PF - Premium,Indicação,GO,2021-03-11,36-45,True
557,CLI00557,Raul Garcia,PF - Varejo,Indicação,SC,2022-12-02,36-45,True
558,CLI00558,Lunna Sampaio,PJ - Frota Pequena,Fidelização,PR,2022-12-18,36-45,True
559,CLI00559,Mariane Correia,PF - Varejo,Digital,MG,2021-03-29,46-55,True
560,CLI00560,Dr. Yan Campos,PF - Premium,Fidelização,MG,2021-05-23,36-45,True
561,CLI00561,Dr. Samuel Ribeiro,PF - Premium,Recall,BA,2023-01-07,26-35,True
562,CLI00562,Amanda Campos,PF - Premium,Indicação,RJ,2023-03-25,36-45,True
563,CLI00563,Nina Sousa,PF - Premium,CRM Ativo,PR,2022-07-09,46-55,True
564,CLI00564,Bryan Caldeira,PF - Premium,Recall,SP,2022-01-12,26-35,True
565,CLI00565,Carolina Cunha,PF - Varejo,Digital,SP,2021-08-19,26-35,True
566,CLI00566,Dr. Dom Fogaça,PF - Varejo,CRM Ativo,RJ,2022-10-22,36-45,True
567,CLI00567,Luan da Cruz,PF - Varejo,Recall,RJ,2021-02-20,26-35,True
568,CLI00568,Dr. Valentim Nogueira,PF - Premium,Indicação,SP,2021-01-13,26-35,True
569,CLI00569,Maria Vitória da Cunha,PF - Varejo,Indicação,RJ,2023-05-31,46-55,True
570,CLI00570,Ravi Fonseca,PF - Premium,Digital,RJ,2022-01-31,56+,True
571,CLI00571,Calebe Araújo,PF - Varejo,Indicação,PR,2022-01-22,26-35,True
572,CLI00572,Mateus Andrade,PF - Varejo,Digital,DF,2022-07-26,36-45,True
573,CLI00573,Sr. Lucas Gabriel Lopes,PJ - Frota Pequena,CRM Ativo,SP,2022-03-23,26-35,True
